"Fav","CPID","Payer Name","Eligibility RealtimePayer ID","Payer ID","Portal Avail","Claim Type","State","Connectivity Available (CS, E)","2nd Level Auth (CS, E)","Enrollment Required","2nd CL","C","R","E","CS","A","ARS","AR","Paper CPID","Claim Status Payer ID","Claim Status Portal ID","Eligibility Portal ID","Claim Insurance Type","Claim Surcharge Amount","Attachment Type","Attachment Delivery Method","CS Transmission Type","Must Submit Claims to CH","Remit Pass-through Fee"
"No","1556","HEALTHSPRING INC.","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Institutional","","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4351","ELDRHL","HSPRN1","HSPRN1","Medicare","",,"","Real Time","",""
"No","1556","HEALTHSPRING TENNESSEE ","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Institutional","","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4351","ELDRHL","HSPRN1","HSPRN1","Medicare","",,"","Real Time","",""
"No","2795","HEALTHSPRING TENNESSEE","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Professional","TN","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4301","ELDRHL","HSPRN1","HSPRN1","Medicare","",,"","Real Time","",""
"No","2795","OATH (THE) - A HEALTH PLAN OF ALABAMA INC. ","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Professional","","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4301","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","2795","CIGNA HEALTHSPRING BRAVO OF TN, AL","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Professional","","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4301","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","2795","HEALTHSPRING INC.","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Professional","","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4301","ELDRHL","HSPRN1","HSPRN1","Medicare","",,"","Real Time","",""
"No","2795","CIGNA HEALTHSPRING TENNESSEE/ALABAMA","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Professional","","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4301","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","2795","HEALTHSPRING OF ALABAMA","HSPRNG","HSTN","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/hsconnect/login.aspx?returnurl=%2fhsconnect%2fdefault.aspx","Professional","AL","B, B","N, N","C,R","Yes","Yes","Yes","Yes","Yes","No","No","No","4301","ELDRHL","HSPRN1","HSPRN1","Medicare","",,"","Real Time","",""
"No","4742","CIGNA HEALTHSPRING","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Professional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","4742","CIGNA HEALTHSPRING BRAVO HEALTH TEXAS","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Professional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","4742","CIGNA HEALTHSPRING STAR+PLUS","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Professional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","4742","CIGNA MEDICARE","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Professional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","5694","CIGNA MEDICARE","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Institutional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","5694","CIGNA HEALTHSPRING STAR+PLUS","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Institutional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","5694","CIGNA HEALTHSPRING","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Institutional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","5694","CIGNA HEALTHSPRING BRAVO HEALTH TEXAS","HSPRNG","52192","CS:https://www.hsconnectonline.com/login.aspx\r\nE:https://healthspring.hsconnectonline.com/login.aspx","Institutional","TX","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","ELDRHL","HSPRN1","HSPRN1","Commercial/HMO","",,"","Real Time","",""
"No","2449","VENCOR","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","PRIME HEALTH OF KANSAS","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","PRIME HEALTH KANSAS CITY","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","WISCONSIN HEALTH","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","OSF HEALTH PLANS","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","CARITEN SENIOR HEALTH\t","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HEALTH VALUE MGMT - DELEWARE","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA HEALTH PLAN - HMO","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA MEDICAL PLAN - KY","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","KENTUCKY KARE","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA GOLD PLAN","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA PUERTO RICO","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA CARE PLAN","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA INSURANCE CO","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","ARCADIAN MANAGEMENT SERVICES","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","IBA SELF FUNDED GROUP","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","GROUP HEALTH INSURANCE","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA INSURANCE AGENCY","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","MOTOROLA, INC.","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","CARE NETWORK","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HPLAN, INC","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA GROUP HEALTH PLAN","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA HEALTH PLAN","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA MEDICAL PLAN - CA","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","PRIME BENEFIT SYSTEMS, INC","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","PRIME HEALTH MANAGEMENT SERVICES","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","OCHSNER HEALTH PLAN","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA HEALTHY HORIZONS - LOUISIANA","HUMANA","61101","CS:https://www.availity.com/","Professional","LA","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","GROUP HEALTH INSURANCE - DELEWARE","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA HEALTH CHICAGO INS CO","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","LINCOLN NATIONAL - PHOENIX, AZ","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HEALTHY VALUE","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","MICHAEL REESE HMO PLAN","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HMPK, INC","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","2449","HUMANA HEALTH","HUMANA","61101","CS:https://www.availity.com/","Professional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","OCHSNER HEALTH PLAN","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","EMPHESYS","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA MEDICAL PLAN - KENTUCKY","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","MEDICAL PLAN OF KANSAS CITY, MO","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","PRIME BENEFITS SYSTEMS, INC. - MISSOURI","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HEALTH VALUE MANAGEMENT - DELAWARE","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","PRIME HEALTH KANSAS CITY, INC. - MISSOURI","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","MICHAEL REESE HMO PLAN - INDIANA","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA MEDICAL PLAN - CALIFORNIA","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA CARE PLAN","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","OSF HEALTH PLANS","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","PRIME HEALTH OF KANSAS, INC. - MISSOURI","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","PRIME HEALTH MANAGEMENT SERVICES - MISSOURI","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA GOLD PLAN","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","CARITEN SENIOR HEALTH\t","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA HEALTH PLAN (HCDS)","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA WISCONSIN HEALTH ORGANIZATION","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HPLAN, INC.","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","MOTOROLA, INC.","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","ARCADIAN MANAGEMENT SERVICES","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","IBA SELF FUNDED GROUP","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA HEALTHY HORIZONS - LOUISIANA","HUMANA","61101","CS:https://www.availity.com/","Institutional","LA","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA GROUP HEALTH PLAN","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA INSURANCE AGENCY","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA HEALTH CHICAGO INSURANCE COMPANY","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA PUERTO RICO","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA HEALTH CHICAGO","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HUMANA INSURANCE COMPANY","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","KENTUCKY KARE","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","EMPLOYERS HEALTH","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","GROUP HEALTH INSURANCE - DELAWARE","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","LINCOLN NATIONAL - PHOENIX, AZ","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","MICHAEL REESE HMO PLAN - ILLINOIS","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","EHI","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","4544","HMPK, INC.","HUMANA","61101","CS:https://www.availity.com/","Institutional","","B, E","N, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","HUMAN1","","Commercial/HMO","",,"","Real Time","",""
"No","7088","HUMANA OHIO MEDICAID VISION","HUMANA","V021919","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMANA","","","Commercial/HMO","",,"","Real Time","No",""
"No","9701","HUMANA OHIO MEDICAID VISION","HUMANA","V021919","","Professional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMANA","","","Commercial/HMO","",,"","Real Time","No",""
"No","7073","HUMANA OHIO MEDICAID","HUMOM","61103","","Institutional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HUMOM","","","Commercial/HMO","",,"","Real Time","No",""
"No","9463","HUMANA OHIO MEDICAID","HUMOM","61103","","Professional","","E, E","N/A, N/A","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HUMOM","","","Commercial/HMO","",,"","Real Time","No",""
"No","1709","HORIZON NJ HEALTH","HZMRCY","22326","E:https://navinet.navimedix.com/sign-in","Professional","","E, B","N/A, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4320","HZMRCY","","NJENHD1","Commercial/HMO","",,"","Real Time","",""
"No","6534","HORIZON NJ HEALTH","HZMRCY","22326","E:https://navinet.navimedix.com/sign-in","Institutional","","E, B","N/A, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4350","HZMRCY","","NJENHD1","Commercial/HMO","",,"","Real Time","",""
"No","1404","IOWA BLUE SHIELD","IABCBS","88848","CS:https://www.wellmark.com\r\nE:http://www.wellmark.com/provider/index.aspx","Professional","IA","B, B","N, N","R","Yes","Yes","Yes","Yes","Yes","No","No","No","4323","IABCBS","WLMRK1","WLMRK1","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","1510","SOUTH DAKOTA BLUE CROSS","IABCBS","88848","CS:https://www.wellmark.com\r\nE:http://www.wellmark.com/provider/index.aspx","Institutional","SD","B, B","N, N","R","No","Yes","Yes","Yes","Yes","No","No","No","4353","IABCBS","WLMRK1","WLMRK1","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","1510","IOWA BLUE CROSS","IABCBS","88848","CS:https://www.wellmark.com\r\nE:http://www.wellmark.com/provider/index.aspx","Institutional","IA","B, B","N, N","R","No","Yes","Yes","Yes","Yes","No","No","No","4353","IABCBS","WLMRK1","WLMRK1","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","2490","SOUTH DAKOTA BLUE SHIELD","IABCBS","88848","CS:https://www.wellmark.com\r\nE:http://www.wellmark.com/provider/index.aspx","Professional","SD","B, B","N, N","R","No","Yes","Yes","Yes","Yes","No","No","No","4323","IABCBS","WLMRK1","WLMRK1","Blue Cross/Blue Shield","",,"","Real Time","",""
"No","1469","IOWA MEDICAID","IACAID","18049","E:https://ime-ediss.noridian.com/iowaxchange/logondisplay.do","Professional","IA","E, B","N/A, N","C,R,CS","Yes","Yes","Yes","Yes","Yes","No","No","No","4322","1469","","IACAI1","Medicaid","",,"","Batch","Yes",""
